position,company,communication skills,problem solving,attention to detail,interpersonal skills,decision making,teamwork,has_2 years,has_3 years,has_4 years,has_5 years,has_10 years,has_1 year,has_bachelor,has_master,has_phd ,has_msc ,has_ba ,has_bsc ,has_b.s ,has_ph.d ,has_b.s.,has_b.a ,has_python,has_sql,has_power bi,has_excel,has_tableau,has_java,has_c++,City,State,machine learning engineer,data scientist,research analyst,data analyst,data engineer,research scientist,has_ r 
bi quantitative analyst,Children's Healthcare of Atlanta,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Atlanta, GA,False,False,False,False,False,False,True
research specialist,Emory University,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Atlanta, GA,False,False,False,False,False,False,False
associate product designer,IBM,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Atlanta, GA,False,False,False,False,False,False,False
ecologist,VHB,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Atlanta, GA,False,False,False,False,False,False,False
tech fall 2018 intern - machine learning,Turner,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Atlanta, GA,False,False,False,False,False,False,True
r&d innovation engineer - video analytics/machine learning,Honeywell,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,Atlanta, GA,False,False,False,False,False,False,False
lead data engineer,ThoughtWorks,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,Atlanta, GA,False,False,False,False,True,False,False
data analytics engineer / big data engineer,UST Global Inc.,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,Atlanta, GA,False,False,False,False,True,False,False
corporate investment quantitative finance analyst,Bank of America,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,Atlanta, GA,False,False,False,False,False,False,True
malware analyst,ICF,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Atlanta, GA,False,False,False,False,False,False,False
principal research scientist i: informational library architect extraordinaire,The Hexagon Lavish,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,Atlanta, GA,False,False,False,False,False,True,False
market research analyst,SKIM,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Atlanta, GA,False,False,True,False,False,False,False
"manager, statistical modeling & analytics",Piedmont Healthcare,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Atlanta, GA,False,False,False,False,False,False,False
"senior scientist, advertising","Pandora Media, Inc.",False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,Atlanta, GA,False,False,False,False,False,False,False
"junior specialist - periscope advanced insights growth mapping, new ventures",McKinsey & Company,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Atlanta, GA,False,False,False,False,False,False,True
full stack developer,GreenSky,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,Atlanta, GA,False,False,False,False,False,False,False
"senior associate, data scientist/statistics -- financial services",KPMG,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Atlanta, GA,False,True,False,False,False,False,False
assistant scientist - metabolics division lead,Emory University,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Atlanta, GA,False,False,False,False,False,False,False
"senior data engineer, next big sound","Pandora Media, Inc.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,Atlanta, GA,False,False,False,False,True,False,False
market research analyst,ResMed,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,Atlanta, GA,False,False,True,False,False,False,False
biomedical engineering: faculty position - open rank (asst or assoc professor),Emory University,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Atlanta, GA,False,False,False,False,False,False,False
solutions consultant,Oversight Systems,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Atlanta, GA,False,False,False,False,False,False,False
"senior scientist, immunology","GeoVax, Inc.",False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Atlanta, GA,False,False,False,False,False,False,False
"director, data science (ps6695)","Anthem, Inc.",True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Atlanta, GA,False,False,False,False,False,False,True
a vigorously-charged scientific programmer,The Hexagon Lavish,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Atlanta, GA,False,False,False,False,False,False,False
software engineer,FraudScope,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,Atlanta, GA,False,False,False,False,False,False,False
sr. data scientist – market research,Analytic Recruiting,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Atlanta, GA,False,True,False,False,False,False,True
director of software,Bionic Sciences Inc.,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Atlanta, GA,False,False,False,False,False,False,False
certifying scientist / quantitation scientist,Lighthouse Lab Services,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Atlanta, GA,False,False,False,False,False,False,False
senior data scientist,Smith Hanley Associates,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Atlanta, GA,False,True,False,False,False,False,True
sr manager - data & analytics,General Electric,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,Atlanta, GA,False,False,False,False,False,False,True
big data engineer (mid to senior level),GreenSky,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,Atlanta, GA,False,False,False,False,True,False,False
data scientist,"Xpect SVC, LLC",False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Atlanta, GA,False,True,False,False,False,False,False
data science - senior consultant,Capgemini,False,False,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,Atlanta, GA,False,False,False,False,False,False,True
adolescent health evaluation specialist,ICF,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Atlanta, GA,False,False,False,False,False,False,False
