position,company,communication skills,problem solving,attention to detail,interpersonal skills,decision making,teamwork,has_2 years,has_3 years,has_4 years,has_5 years,has_10 years,has_1 year,has_bachelor,has_master,has_phd ,has_msc ,has_ba ,has_bsc ,has_b.s ,has_ph.d ,has_b.s.,has_b.a ,has_python,has_sql,has_power bi,has_excel,has_tableau,has_java,has_c++,City,State,machine learning engineer,data scientist,research analyst,data analyst,data engineer,research scientist,has_ r 
research informatics business analyst,Mount Sinai Health System,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,New York, NY,False,False,False,False,False,False,True
"nyc enterprise product data analyst, uet",Uber,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,New York, NY,False,False,False,True,False,False,False
media facilities specialist,NYU Langone Health,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
"development associate, donor systems - data management",Natural Resources Defense Council,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
associate scientist - department of neurosciences,Mount Sinai,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
research scientist,Northwell Health,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Manhasset, NY,False,False,False,False,False,True,False
environmental remediation scientist,PS&S,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Yonkers, NY,False,False,False,False,False,False,False
senior data scientist - revenue optimization,WeWork Global Technology,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,New York, NY,False,True,False,False,False,False,False
him coding specialist i,NYU Langone Health,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
research coordinator,Weill Cornell Medicine,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
sick of rentals?,Empyreal Realty,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Brooklyn, NY,False,False,False,False,False,False,False
python developer (data),Explore Group Inc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,New York, NY,False,False,False,False,False,False,False
data engineer,"Amplify Education, Inc.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Brooklyn, NY,False,False,False,False,True,False,False
senior scientist - department of neurosciences,Mount Sinai,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
policy and operstions research | analyst,OFFICE OF MANAGEMENT & BUDGET,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Manhattan, NY,False,False,False,False,False,False,True
machine learning/nlp engineer,Alpha,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,Manhattan, NY,False,False,False,False,False,False,False
research associate,Oscar Insurance,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
project delivery analyst,DEPARTMENT OF TRANSPORTATION,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Manhattan, NY,False,False,False,False,False,False,False
research analyst,Townsquare Media,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,True,False,False,False,False
"instructor recruiter, data science",DataCamp,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,True
data marketing intern,Feedvisor,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,New York, NY,False,False,False,False,False,False,False
research scientist (multiple postions),Montclair State University,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Montclair, NJ,False,False,False,False,False,True,False
"research analyst, csc",Vera Institute of Justice,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,New York, NY,False,False,True,False,False,False,True
data reporting developer (python) - accounting,Hudson River Trading,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,New York, NY,False,False,False,False,False,False,False
associate - rider growth,Via,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,New York, NY,False,False,False,False,False,False,True
data science translator - tmt sector,McKinsey & Company,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,New York, NY,False,False,False,False,False,False,True
decision scientist,Smith Hanley Associates,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,New York, NY,False,False,False,False,False,False,False
python developer (data platform),Explore Group Inc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,New York, NY,False,False,False,False,False,False,False
"scientist/sr. process sciences and discovery, (new york)",BlueRock Therapeutics,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
"hbo director, data science",HBO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,New York, NY,False,False,False,False,False,False,False
financial analyst,NYU Langone Health,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
fgp reimbursement analyst,NYU Langone Health,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
"fall 2018 undergraduate internship, analytics department, ny",ACLU,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
special events coordinator,Weill Cornell Medicine,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
data scientist.,Lorven Technologies,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,New York, NY,False,True,False,False,False,False,True
sr. data scientist - search relevance & ranking,Grubhub,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,New York, NY,False,True,False,False,False,False,False
field application scientist,Nexcelom Bioscience,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
data scientist,Analytic Recruiting,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,New York, NY,False,True,False,False,False,False,True
research assistant i,GUTTMACHER,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
associate research scientist (oncology),NYU Langone Health,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,True,False
machine learning engineer,PulsePoint,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,New York, NY,True,False,False,False,False,False,False
rental masters needed,Empyreal Realty,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Brooklyn, NY,False,False,False,False,False,False,False
data scientist,"TekPartners, A P2P Company",False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,New York, NY,False,True,False,False,False,False,False
analytics data specialist-revenue product insights,Spotify,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,New York, NY,False,False,False,False,False,False,False
"research analyst, cca",Simons Foundation,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,New York, NY,False,False,True,False,False,False,False
science writer,International AIDS Vaccine Initiative,False,False,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
senior assessment data analyst,DEPARTMENT OF FINANCE,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Manhattan, NY,False,False,False,True,False,False,True
assistant research scientist,New York University,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New York, NY,False,False,False,False,False,True,False
family resource assistant,NYU Langone Health,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
data analysis lead,Motivate International Inc.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,Brooklyn, NY,False,False,False,False,False,False,True
"data engineer, in our backyards campaign",Vera Institute of Justice,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,New York, NY,False,False,False,False,True,False,True
water quality analyst,DEPT OF ENVIRONMENT PROTECTION,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New York, NY,False,False,False,False,False,False,False
research analyst,Showtime,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,True,False,False,False,False
research associate in vivo sciences (new york),BlueRock Therapeutics,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
"data governance coordinator, bureau of hiv/aids prevention and control -administration",DEPT OF HEALTH/MENTAL HYGIENE,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Queens, NY,False,False,False,False,False,False,False
"senior data scientist, bureau of primary care access and planning",DEPT OF HEALTH/MENTAL HYGIENE,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Queens, NY,False,True,False,False,False,False,False
data scientist,"The Hagan-Ricci Group, Inc.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,New York, NY,False,True,False,False,False,False,False
data architect,Movable Ink,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New York, NY,False,False,False,False,False,False,False
research analyst,The New School,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,New York, NY,False,False,True,False,False,False,True
data analysis manager,HOUSING PRESERVATION & DVLPMNT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,New York, NY,False,False,False,False,False,False,True
quantitative analyst,KOCH SUPPLY AND TRADING,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,True
machine learning research scientist - pattern recognition,Bloomberg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,New York, NY,False,False,False,False,False,True,False
biostatistician,NYU Langone Health,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New York, NY,False,False,False,False,False,False,True
data engineer,Hospital for Special Surgery,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,New York, NY,False,False,False,False,True,False,False
"consultancy: urban planning, psn section, drp - nyhq, requisition #514770",UNICEF,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
research scientist,Oath Inc,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,New York, NY,False,False,False,False,False,True,True
senior data analyst,Candid Co.,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,New York, NY,False,False,False,True,False,False,True
subways operations analyst,New York City Transit,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Manhattan, NY,False,False,False,False,False,False,False
"statistical analyst, choice",VISITING NURSE SERVICE OF NEW YORK,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,Manhattan, NY,False,False,False,False,False,False,True
"data analyst, bureau of hiv/aids prevention and control/hiv/aids prevention",DEPT OF HEALTH/MENTAL HYGIENE,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Queens, NY,False,False,False,True,False,False,False
nlp scientist,Ipsos North America,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,New York, NY,False,False,False,False,False,False,False
assistant research scientist (pt),New York University,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New York, NY,False,False,False,False,False,True,False
project assistant i/ii,NYU Langone Health,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
research analyst,Westwood One,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,True,False,False,False,False
marketing data analyst,Via,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,New York, NY,False,False,False,True,False,False,True
analyst new york research,Cushman & Wakefield,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
"hcm, organizational research – associate – new york",Goldman Sachs,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,New York, NY,False,False,False,False,False,False,True
senior data analyst,NYU Langone Health,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,New York, NY,False,False,False,True,False,False,False
"quantitative data engineer, modeling team",Applecart,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,New York, NY,False,False,False,False,True,False,False
cyber security data scientist,Darwin Recruitment,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Manhattan, NY,False,True,False,False,False,False,True
departmental secretary,NYU Langone Health,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
associate research coordinator,NYU Langone Health,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
supplier diversity and data analysis associate,New York Life Insurance Co,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
research analyst,Service Employees International Union,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,True,False,False,False,False
data scientist,Diverse Lynx,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,True,False,False,False,False,False
data analytics embedded developer,JP Morgan Chase,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,New York, NY,False,False,False,False,False,False,False
data engineer,Freshly,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,New York, NY,False,False,False,False,True,False,False
"vp, data science",7Park Data,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,True
"data manager, viral hepatitis, bureau of communicable diseases",DEPT OF HEALTH/MENTAL HYGIENE,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Queens, NY,False,False,False,False,False,False,False
data intelligence - research & development engineer,Goldman Sachs,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,New York, NY,False,False,False,False,False,False,True
data engineer,Beeswax,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,New York, NY,False,False,False,False,True,False,False
"senior associate, data scientist",Capital One,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,New York, NY,False,True,False,False,False,False,True
data analyst / engineer,7Park Data,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,New York, NY,False,False,False,True,False,False,False
data visualization engineer,Simons Foundation,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,New York, NY,False,False,False,False,False,False,False
"associate research scientist, machine learning & statistics, cca",Simons Foundation,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,True,False
statistical analyst,VISITING NURSE SERVICE OF NEW YORK,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,Manhattan, NY,False,False,False,False,False,False,True
"applied research scientist, core machine learning",Facebook,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,New York, NY,False,False,False,False,False,True,False
"sr. data scientist, audience science",Viacom,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,New York, NY,False,True,False,False,False,False,False
student research intern - cardiac arrest research,NYU Langone Health,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New York, NY,False,False,False,False,False,False,False
talent acquisition associate - sales,Via,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New York, NY,False,False,False,False,False,False,False
research scientist,Blockstack,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,True,False
"analyst, data & analysis",DigitasLBi,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
chief data scientist,IJC Associates,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New York, NY,False,True,False,False,False,False,False
data engineer,Integral Ad Science,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,New York, NY,False,False,False,False,True,False,False
portfolio scientist,Seaport Global Holdings LLC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,New York, NY,False,False,False,False,False,False,False
scientist,"Quentis Therapeutics, Inc",False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
principal data scientist,Sartorius Corporation,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,New York, NY,False,True,False,False,False,False,True
trading research quant,Bloomberg,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,New York, NY,False,False,False,False,False,False,False
"analyst, data & analytics",Casper,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New York, NY,False,False,False,False,False,False,False
parentcorps educator,NYU Langone Health,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New York, NY,False,False,False,False,False,False,False
research scientist (ai),Facebook,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,New York, NY,False,False,False,False,False,True,False
aso/ vp- junior research analyst,Bank of America,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,True,False,False,False,False
statistician,Koneksa Health,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,New York, NY,False,False,False,False,False,False,True
principal data scientist,Sartorius,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,New York, NY,False,True,False,False,False,False,True
data scientist,S.C. International,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,New York, NY,False,True,False,False,False,False,True
data analyst,Source One,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,New York, NY,False,False,False,True,False,False,False
"research scientist, cca",Simons Foundation,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,True,False
machine learning research scientist,Butterfly Network,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New York, NY,False,False,False,False,False,True,False
"research analyst, r29 intelligence",Refinery29,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,True,False,False,False,False
senior research scientist,Amazon.com,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,New York, NY,False,False,False,False,False,True,True
senior data scientist,Reorg Research,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,New York, NY,False,True,False,False,False,False,True
fgp sec i-intake/sched (35),NYU Langone Health,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
"research scientist, machine learning (phd university grad)",Facebook,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,New York, NY,False,False,False,False,False,True,False
data engineer,Insticator Inc,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,New York, NY,False,False,False,False,True,False,True
research scientist,EcoHealth Alliance,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Manhattan, NY,False,False,False,False,False,True,True
senior data scientist,Getty Images,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,New York, NY,False,True,False,False,False,False,True
data scientist (online media),Averity,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,New York, NY,False,True,False,False,False,False,False
"senior data scientist, evaluations",Quartet,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,New York, NY,False,True,False,False,False,False,False
data scientist - marketing - new york,Big Cloud,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,New York, NY,False,True,False,False,False,False,False
data scientist,"Open Systems Technologies, Inc.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,New York, NY,False,True,False,False,False,False,False
investment data analyst,Balyasny,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,New York, NY,False,False,False,True,False,False,True
researcher and quantitative analyst,Drug Policy Alliance,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
sr. applied scientist,Amazon.com,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,New York, NY,False,False,False,False,False,False,False
cib chief data science office-data scientist – vp - new york,JP Morgan Chase,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,New York, NY,False,True,False,False,False,False,True
senior data scientist,DigitasLBi,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,New York, NY,False,True,False,False,False,False,True
admitting representative,NYU Langone Health,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,False,False
senior data scientist (2018035),Annalect,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New York, NY,False,True,False,False,False,False,False
data engineer,KDR recruitment,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,New York, NY,False,False,False,False,True,False,False
data science engineer,TMP Worldwide,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,New York, NY,False,False,False,False,False,False,False
"research scientist, genomics",Simons Foundation,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,New York, NY,False,False,False,False,False,True,False
postdoctoral research scientist,Columbia University,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New York, NY,False,False,False,False,False,True,False
